#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADAM10	DLG1	9606.ENSP00000260408	9606.ENSP00000345731	0	0	0	0	0.195	0.371	0	0.968	0.982
CASK	GRIN2A	9606.ENSP00000494788	9606.ENSP00000332549	0	0	0	0	0.073	0.125	0.500	0.465	0.754
CASK	DLG1	9606.ENSP00000494788	9606.ENSP00000345731	0	0	0	0.582	0.068	0.853	0.500	0.743	0.980
CASK	DLG3	9606.ENSP00000494788	9606.ENSP00000363480	0	0	0	0.610	0.200	0.271	0.500	0.177	0.728
CASK	GRIN2B	9606.ENSP00000494788	9606.ENSP00000477455	0	0	0	0	0.073	0.125	0.500	0.713	0.868
DLG1	MAPK12	9606.ENSP00000345731	9606.ENSP00000215659	0	0	0	0	0	0.612	0.900	0.581	0.982
DLG1	LLGL1	9606.ENSP00000345731	9606.ENSP00000321537	0	0	0	0	0	0.050	0.900	0.764	0.975
DLG1	GRIN2A	9606.ENSP00000345731	9606.ENSP00000332549	0	0	0	0	0.042	0.506	0.500	0.923	0.979
DLG1	UBE3A	9606.ENSP00000345731	9606.ENSP00000497594	0	0	0	0	0.082	0.292	0.900	0.658	0.974
DLG1	DLG3	9606.ENSP00000345731	9606.ENSP00000363480	0	0	0.056	0.966	0.057	0.606	0.900	0.396	0.974
DLG1	GRIN2B	9606.ENSP00000345731	9606.ENSP00000477455	0	0	0	0	0	0.593	0.400	0.970	0.992
DLG1	PTEN	9606.ENSP00000345731	9606.ENSP00000361021	0	0	0	0	0.081	0.636	0.900	0.904	0.996
DLG1	GRIA1	9606.ENSP00000345731	9606.ENSP00000428994	0	0	0	0	0.063	0.803	0.500	0.995	0.999
DLG3	LLGL1	9606.ENSP00000363480	9606.ENSP00000321537	0	0	0	0	0	0.050	0.800	0.706	0.939
DLG3	GRIN2A	9606.ENSP00000363480	9606.ENSP00000332549	0	0	0	0	0	0.506	0.500	0.995	0.998
DLG3	GRIA1	9606.ENSP00000363480	9606.ENSP00000428994	0	0	0	0	0.057	0.125	0.500	0.605	0.815
